transaction_id,transaction_datetime,transaction_amount,merchant_category,transaction_type,entry_mode,transaction_city,transaction_state,transaction_country,currency_code,is_international,is_fraud,cardholder_age,cardholder_gender,is_online,approval_status,merchant_name
TXN000068,2022-07-31T06:37:05,68.99,grocery,purchase,chip,Phoenix,AZ,USA,USD,False,False,37,male,False,approved,ElectroZone
TXN000069,2023-02-17T18:17:41,20.0,public_transport,purchase,contactless,Philadelphia,PA,USA,USD,False,False,23,female,False,pending,FarmFresh
TXN000070,2023-09-28T11:44:22,212.0,auto_services,purchase,swipe,Detroit,MI,USA,USD,False,False,24,male,True,approved,TinyCafe
TXN000071,2022-02-13T09:25:00,100000.0,real_estate,transfer,manual,Sydney,,AUS,AUD,True,True,59,male,False,declined,Sunshine Travel
TXN000072,2023-06-10T10:30:10,19.99,fast_food,purchase,contactless,Seattle,WA,USA,USD,False,False,21,male,False,approved,ATM Network
TXN000073,2022-04-17T11:04:59,150.45,clothing,purchase,chip,Portland,OR,USA,USD,False,False,32,female,True,approved,SkyTravel
TXN000074,2024-04-03T20:15:54,7999.99,automobile,purchase,online,Berlin,,DEU,EUR,True,True,41,male,False,declined,Sunshine Travel
TXN000075,2022-06-20T18:13:23,23.0,books,purchase,chip,San Diego,CA,USA,USD,False,False,22,female,True,approved,FashionBay
TXN000076,2023-02-17T20:22:18,41.2,coffee_shop,purchase,online,San Jose,CA,USA,USD,False,False,26,female,False,approved,EdgeCaseStore
TXN000077,2024-03-18T09:05:34,999999.99,jewelry,purchase,manual,Geneva,,CHE,CHF,True,True,120,unknown,False,declined,CryptoExchange
TXN000078,2023-10-16T08:43:22,33.5,pharmacy,purchase,chip,Minneapolis,MN,USA,USD,False,False,28,male,False,approved,FashionBay
TXN000079,2022-09-19T14:27:55,17.0,public_transport,purchase,contactless,Boston,MA,USA,USD,False,False,23,female,True,approved,BookNest
TXN000080,2024-02-23T13:15:42,88.0,charity,payment,online,,,CAN,CAD,True,False,53,male,True,approved,Sunshine Travel
TXN000081,2023-11-05T17:07:08,389.5,electronics,purchase,chip,San Antonio,TX,USA,USD,False,False,33,female,False,pending,EdgeCaseStore
TXN000082,2022-12-28T13:29:10,18.5,public_transport,purchase,contactless,Denver,CO,USA,USD,False,False,23,female,False,pending,ElectroZone
TXN000083,2023-06-12T15:33:43,10.99,fast_food,purchase,online,Los Angeles,CA,USA,USD,False,False,37,male,False,approved,LuxuryAuto
TXN000084,2022-07-04T17:57:05,420.0,travel,purchase,online,Tokyo,,JPN,JPY,True,False,51,female,True,approved,BookNest
TXN000085,2023-07-18T08:08:59,44.99,pharmacy,purchase,swipe,Nashville,TN,USA,USD,False,False,63,male,True,approved,FashionBay
TXN000086,2022-11-12T13:49:51,35.0,fast_food,purchase,chip,Seattle,WA,USA,USD,False,False,21,male,False,approved,ATM Network
TXN000087,2023-05-22T22:22:45,8.0,books,purchase,online,San Francisco,CA,USA,USD,False,False,22,female,False,approved,TinyCafe
TXN000088,2024-01-02T18:42:18,92.5,furniture,purchase,swipe,Portland,OR,USA,USD,False,False,45,male,True,approved,TinyCafe
TXN000089,2023-04-10T09:24:00,18.25,coffee_shop,purchase,contactless,,,SGP,SGD,True,False,38,other,True,approved,CryptoExchange
TXN000090,2022-06-06T11:54:36,62.3,auto_services,purchase,swipe,Dallas,TX,USA,USD,False,False,27,male,False,approved,ATM Network
TXN000091,2023-03-03T20:10:12,15.0,grocery,purchase,online,Montreal,,CAN,CAD,True,False,53,male,False,approved,SkyTravel
TXN000092,2024-03-03T17:17:23,0.99,books,refund,online,San Diego,CA,USA,USD,False,False,22,female,False,approved,FashionBay
TXN000093,2022-05-27T15:12:59,75.3,pharmacy,purchase,swipe,Houston,TX,USA,USD,False,False,63,female,False,approved,FuelExpress
TXN000094,2023-09-12T10:20:59,589.99,luxury_goods,purchase,online,New York,NY,USA,USD,False,False,32,female,False,approved,CryptoExchange
TXN000095,2024-01-27T14:03:12,12.99,fast_food,purchase,chip,Austin,TX,USA,USD,False,False,21,male,False,approved,BookNest
TXN000096,2023-08-09T19:55:20,240.0,furniture,purchase,chip,,,MEX,MXN,True,False,29,male,False,approved,Sunshine Travel
TXN000097,2022-08-14T13:10:41,27.0,coffee_shop,purchase,contactless,Los Angeles,CA,USA,USD,False,False,26,female,False,approved,LuxuryAuto
TXN000098,2024-03-11T16:49:03,17.75,books,purchase,online,Boston,MA,USA,USD,False,False,24,male,True,approved,GiftWorld
TXN000099,2022-05-16T12:29:51,8.5,coffee_shop,purchase,chip,Austin,TX,USA,USD,False,False,26,female,True,approved,ATMWithdrawal
TXN000100,2023-06-29T09:09:43,5000.0,luxury_goods,purchase,manual,Dubai,,ARE,AED,True,True,49,female,False,declined,GiftWorld
TXN000151,2023-07-12T14:43:30,22.47,coffee_shop,purchase,chip,Chicago,IL,USA,USD,False,False,29,female,False,pending,FarmFresh
TXN000152,2024-01-10T10:32:09,173.58,electronics,purchase,online,San Jose,CA,USA,USD,False,False,38,male,False,approved,ATMWithdrawal
TXN000153,2022-05-19T18:54:11,45.12,grocery,purchase,swipe,Houston,TX,USA,USD,False,False,44,male,True,approved,FuelExpress
TXN000154,2023-09-04T20:14:50,8.95,fast_food,purchase,contactless,Seattle,WA,USA,USD,False,False,23,male,False,approved,FarmFresh
TXN000155,2024-02-21T13:20:18,1500.75,luxury_goods,purchase,manual,Zurich,,CHE,CHF,True,True,23,male,False,declined,CryptoExchange
TXN000156,2022-11-16T16:42:03,12.2,books,purchase,chip,Boston,MA,USA,USD,False,False,35,female,False,approved,GiftWorld
TXN000157,2022-02-03T09:16:57,239.99,electronics,purchase,online,London,,GBR,GBP,True,False,41,female,True,approved,Sunshine Travel
TXN000158,2023-05-28T23:30:00,72.5,clothing,purchase,chip,New York,NY,USA,USD,False,False,41,female,False,approved,CryptoExchange
TXN000159,2023-03-01T17:05:14,9.99,coffee_shop,purchase,contactless,Los Angeles,CA,USA,USD,False,False,26,female,True,approved,LuxuryAuto
TXN000160,2022-08-07T14:45:25,13000.5,jewelry,purchase,manual,Dubai,,ARE,AED,True,True,26,female,False,declined,ATM Network
TXN000161,2024-04-16T11:21:55,3.59,fast_food,purchase,contactless,Miami,FL,USA,USD,False,False,21,male,True,approved,FuelExpress
TXN000162,2022-12-31T19:12:06,49.99,books,purchase,chip,Austin,TX,USA,USD,False,False,32,female,False,approved,BookNest
TXN000163,2023-08-09T07:45:34,4200.0,travel,purchase,online,Paris,,FRA,EUR,True,True,32,female,False,declined,ElectroZone
TXN000164,2023-11-24T12:35:10,127.3,electronics,purchase,online,Dallas,TX,USA,USD,False,False,35,female,False,approved,FashionBay
TXN000165,2022-04-18T15:29:07,37.0,public_transport,purchase,contactless,San Francisco,CA,USA,USD,False,False,24,male,False,approved,CryptoExchange
TXN000166,2022-10-30T21:14:52,5.5,coffee_shop,purchase,chip,Portland,OR,USA,USD,False,False,28,female,True,approved,TinyCafe
TXN000167,2023-02-18T05:17:44,197.99,clothing,purchase,online,Tokyo,,JPN,JPY,True,False,28,female,False,approved,TinyCafe
TXN000168,2024-03-11T09:23:21,349.99,electronics,purchase,swipe,Denver,CO,USA,USD,False,False,36,male,False,approved,EdgeCaseStore
TXN000169,2022-06-15T12:12:12,15.25,pharmacy,purchase,swipe,Phoenix,AZ,USA,USD,False,False,61,male,True,approved,GiftWorld
TXN000170,2023-12-01T16:46:58,2750.0,luxury_goods,purchase,manual,Paris,,FRA,EUR,True,True,61,male,False,declined,QuickMart
TXN000171,2024-04-07T22:15:00,9.5,fast_food,purchase,contactless,San Diego,CA,USA,USD,False,False,38,male,False,approved,FashionBay
TXN000172,2022-09-20T08:02:47,6.89,coffee_shop,purchase,chip,Dallas,TX,USA,USD,False,False,35,female,False,approved,FashionBay
TXN000173,2023-06-25T13:56:19,94.99,grocery,purchase,swipe,San Antonio,TX,USA,USD,False,False,50,female,False,approved,Sunshine Travel
TXN000174,2024-03-13T19:17:22,199.99,electronics,purchase,online,Austin,TX,USA,USD,False,False,34,female,False,approved,ATMWithdrawal
TXN000175,2022-07-29T11:55:48,35000.0,real_estate,transfer,manual,Toronto,,CAN,CAD,True,True,58,unknown,False,declined,SkyTravel
TXN000176,2022-01-18T14:09:53,58.7,auto_services,purchase,swipe,Detroit,MI,USA,USD,False,False,47,male,True,approved,FashionBay
TXN000177,2023-10-01T08:41:11,499.99,furniture,purchase,chip,Dallas,TX,USA,USD,False,False,58,unknown,False,approved,ATM Network
TXN000178,2024-03-29T20:03:40,23.5,books,purchase,chip,Denver,CO,USA,USD,False,False,47,male,False,approved,EdgeCaseStore
TXN000179,2023-09-23T15:28:44,129.0,pharmacy,purchase,online,New York,NY,USA,USD,False,False,61,female,False,approved,ATM Network
TXN000180,2022-03-16T17:19:00,5.25,coffee_shop,purchase,contactless,,,GBR,GBP,True,False,29,female,False,approved,SkyTravel
TXN000181,2022-07-01T15:45:12,70.0,grocery,purchase,chip,Houston,TX,USA,USD,False,False,45,male,False,approved,FuelExpress
TXN000182,2023-05-24T07:33:44,250.0,travel,purchase,online,Berlin,,DEU,EUR,True,False,45,male,False,approved,Sunshine Travel
TXN000183,2022-08-30T23:59:59,17.85,fast_food,purchase,swipe,Chicago,IL,USA,USD,False,False,24,male,False,pending,QuickMart
TXN000184,2024-04-02T10:10:10,134.99,books,purchase,online,Austin,TX,USA,USD,False,False,35,female,False,pending,BookNest
TXN000185,2023-07-16T19:05:22,6500.0,automobile,payment,manual,Miami,FL,USA,USD,False,True,61,female,False,declined,Sunshine Travel
TXN000186,2022-05-18T06:28:50,18.6,charity,payment,chip,Seattle,WA,USA,USD,False,False,35,female,True,approved,BookNest
TXN000187,2023-03-03T04:14:13,0.01,public_transport,purchase,contactless,,,AUS,AUD,True,False,28,female,True,approved,Sunshine Travel
TXN000188,2024-02-23T13:45:22,222.89,furniture,purchase,online,,,SGP,SGD,True,False,34,female,False,approved,FarmFresh
TXN000189,2023-05-02T11:11:11,22.45,coffee_shop,purchase,chip,Boston,MA,USA,USD,False,False,35,female,True,approved,BookNest
TXN000190,2022-10-11T12:32:00,98.8,clothing,purchase,online,Los Angeles,CA,USA,USD,False,False,26,female,False,approved,LuxuryAuto
TXN000191,2024-02-09T18:19:44,86.0,auto_services,purchase,chip,Atlanta,GA,USA,USD,False,False,45,male,False,approved,FuelExpress
TXN000192,2023-11-19T09:12:44,405.5,electronics,purchase,online,,,AUS,AUD,True,False,36,male,True,approved,Sunshine Travel
TXN000193,2022-06-28T08:08:08,7.75,fast_food,purchase,swipe,Philadelphia,PA,USA,USD,False,False,24,male,False,approved,ATM Network
TXN000194,2024-03-18T15:25:35,120000.0,real_estate,transfer,manual,,,SGP,SGD,True,True,34,female,False,declined,Sunshine Travel
TXN000195,2022-09-12T22:21:00,0.5,public_transport,purchase,contactless,London,,GBR,GBP,True,False,24,male,False,approved,Sunshine Travel
TXN000196,2023-04-17T19:59:54,999999.99,luxury_goods,purchase,manual,Geneva,,CHE,CHF,True,True,120,other,True,declined,CryptoExchange
TXN000197,2022-12-05T12:00:00,18.99,books,purchase,chip,San Francisco,CA,USA,USD,False,False,120,other,True,approved,TinyCafe
TXN000198,2023-08-08T09:21:13,150.99,clothing,purchase,swipe,Boston,MA,USA,USD,False,False,50,female,False,approved,TinyCafe
TXN000199,2024-01-14T06:45:30,3.25,coffee_shop,purchase,contactless,,,MEX,MXN,True,False,38,male,False,approved,CryptoExchange
TXN000200,2022-11-24T13:31:44,88.98,clothing,purchase,chip,San Diego,CA,USA,USD,False,False,29,female,False,approved,ElectroZone
TXN000151,2024-03-12T09:15:27,21.99,coffee_shop,purchase,chip,Toronto,,CAN,CAD,True,False,32,male,True,approved,SkyTravel
TXN000152,2023-09-27T15:05:17,43.5,books,purchase,contactless,Boston,MA,USA,USD,False,False,23,female,False,approved,GiftWorld
TXN000153,2023-11-02T08:23:55,315.12,electronics,purchase,online,London,,GBR,GBP,True,False,36,male,True,approved,Sunshine Travel
TXN000154,2022-07-18T19:17:48,10.0,fast_food,purchase,contactless,Montreal,,CAN,CAD,True,False,29,female,True,pending,SkyTravel
TXN000155,2022-12-01T14:54:16,97.8,clothing,purchase,chip,Dallas,TX,USA,USD,False,False,27,female,False,approved,FashionBay
TXN000156,2023-06-29T21:02:33,2300.5,jewelry,purchase,manual,Zurich,,CHE,CHF,True,True,59,other,False,declined,CryptoExchange
TXN000157,2024-01-24T12:12:07,500000.0,real_estate,transfer,manual,Dubai,,ARE,AED,True,True,47,unknown,True,declined,ATM Withdrawal
TXN000158,2022-03-12T17:27:04,12.75,pharmacy,purchase,chip,Seattle,WA,USA,USD,False,False,60,female,False,approved,BookNest
TXN000159,2023-01-18T07:58:15,8.99,public_transport,purchase,contactless,Chicago,IL,USA,USD,False,False,19,male,True,approved,QuickMart
TXN000160,2024-06-07T22:51:39,120.0,grocery,purchase,chip,Los Angeles,CA,USA,USD,False,False,29,female,False,approved,ATM Network
TXN000161,2024-02-19T11:11:04,4500.22,luxury_goods,purchase,manual,Paris,,FRA,EUR,True,True,55,female,False,declined,EdgeCaseStore
TXN000162,2022-08-25T10:28:54,5.5,fast_food,purchase,contactless,Austin,TX,USA,USD,False,False,22,male,True,approved,ATMWithdrawal
TXN000163,2024-02-15T20:43:13,78.25,pharmacy,purchase,swipe,San Diego,CA,USA,USD,False,False,61,female,False,approved,FashionBay
TXN000164,2023-04-21T13:48:51,35.0,books,purchase,chip,Portland,OR,USA,USD,False,False,27,other,False,approved,SkyTravel
TXN000165,2022-11-11T06:31:14,400.0,auto_services,payment,swipe,Phoenix,AZ,USA,USD,False,False,38,male,False,approved,GiftWorld
TXN000166,2023-07-03T18:21:45,850.25,pharmacy,refund,chip,Seattle,WA,USA,USD,False,False,60,female,False,approved,ATM Network
TXN000167,2024-01-30T09:18:12,13.6,public_transport,purchase,online,San Francisco,CA,USA,USD,False,False,25,unknown,True,approved,TinyCafe
TXN000168,2022-10-15T16:37:45,3250.66,luxury_goods,purchase,manual,Geneva,,CHE,CHF,True,True,50,female,True,declined,CryptoExchange
TXN000169,2024-05-08T11:09:36,14.99,coffee_shop,purchase,contactless,Toronto,,CAN,CAD,True,False,32,male,True,approved,SkyTravel
TXN000170,2022-08-04T07:22:18,670.0,electronics,purchase,online,Chicago,IL,USA,USD,False,False,41,female,False,approved,QuickMart
TXN000171,2024-04-18T20:48:57,210.45,electronics,purchase,chip,New York,NY,USA,USD,False,False,37,female,False,approved,SkyTravel
TXN000172,2022-12-16T17:42:08,99.99,grocery,purchase,chip,Vancouver,,CAN,CAD,True,False,52,female,False,approved,SkyTravel
TXN000173,2023-08-09T13:13:19,15000.0,automobile,purchase,online,Berlin,,DEU,EUR,True,True,44,male,False,declined,SkyTravel
TXN000174,2022-05-27T05:01:44,60.75,furniture,purchase,chip,Houston,TX,USA,USD,False,False,28,female,True,approved,GiftWorld
TXN000175,2024-05-25T14:33:09,249.99,clothing,purchase,chip,Miami,FL,USA,USD,False,False,26,female,False,approved,Sunshine Travel
TXN000176,2023-02-06T10:27:02,13.0,public_transport,purchase,contactless,Boston,MA,USA,USD,False,False,23,female,False,approved,BookNest
TXN000177,2022-06-13T16:19:29,80.0,books,purchase,swipe,Osaka,,JPN,JPY,True,False,48,male,False,approved,SkyTravel
TXN000178,2023-10-19T18:18:10,20.0,electronics,purchase,chip,Atlanta,GA,USA,USD,False,False,36,male,False,approved,ElectroZone
TXN000179,2023-09-29T11:35:41,14.75,coffee_shop,purchase,contactless,Montreal,,CAN,CAD,True,False,32,male,False,approved,SkyTravel
TXN000180,2022-07-30T20:13:53,340.0,auto_services,payment,swipe,San Antonio,TX,USA,USD,False,False,38,male,True,approved,ElectroZone
TXN000181,2024-05-10T09:24:21,60.0,auto_services,purchase,chip,Dallas,TX,USA,USD,False,False,42,male,False,approved,ElectroZone
TXN000182,2022-08-20T13:00:49,120000.0,real_estate,transfer,manual,Zurich,,CHE,CHF,True,True,47,unknown,True,declined,CryptoExchange
TXN000183,2023-11-11T16:53:02,17.0,furniture,purchase,chip,Houston,TX,USA,USD,False,False,28,female,True,approved,FuelExpress
TXN000184,2024-03-24T08:41:17,4999.99,real_estate,transfer,manual,Dubai,,ARE,AED,True,True,47,unknown,False,declined,Sunshine Travel
TXN000185,2024-01-13T15:31:09,56.75,clothing,purchase,chip,Miami,FL,USA,USD,False,False,26,female,False,approved,Sunshine Travel
TXN000186,2022-02-12T12:43:47,7.5,grocery,purchase,chip,Vancouver,,CAN,CAD,True,False,52,female,False,approved,SkyTravel
TXN000187,2024-03-08T19:22:05,120.99,luxury_goods,purchase,manual,Paris,,FRA,EUR,True,True,55,female,True,declined,EdgeCaseStore
TXN000188,2023-03-15T13:18:17,8.25,pharmacy,purchase,chip,Seattle,WA,USA,USD,False,False,60,female,False,approved,SkyTravel
TXN000189,2022-09-19T14:44:29,37.89,fast_food,purchase,contactless,Montreal,,CAN,CAD,True,False,29,female,False,approved,SkyTravel
TXN000190,2023-10-24T10:10:55,14.25,coffee_shop,purchase,contactless,Toronto,,CAN,CAD,True,False,32,male,False,approved,SkyTravel
TXN000191,2022-10-10T14:29:08,2000.0,jewelry,purchase,manual,Zurich,,CHE,CHF,True,True,59,other,False,declined,CryptoExchange
TXN000192,2023-12-27T12:55:48,25.6,books,purchase,online,New York,NY,USA,USD,False,False,37,female,False,pending,Sunshine Travel
TXN000193,2024-01-07T19:56:23,40.0,grocery,purchase,chip,Vancouver,,CAN,CAD,True,False,52,female,True,approved,SkyTravel
TXN000194,2022-04-05T08:32:16,65.0,auto_services,payment,swipe,Phoenix,AZ,USA,USD,False,False,38,male,False,approved,GiftWorld
TXN000195,2023-05-29T21:43:10,17.5,public_transport,purchase,contactless,Chicago,IL,USA,USD,False,False,19,male,False,approved,QuickMart
TXN000196,2022-03-01T11:50:12,8.99,pharmacy,purchase,chip,Seattle,WA,USA,USD,False,False,60,female,False,approved,FarmFresh
TXN000197,2023-06-04T16:41:29,1000000.0,real_estate,transfer,manual,Dubai,,ARE,AED,True,True,47,unknown,False,declined,FashionBay
TXN000198,2022-05-22T13:39:41,15.25,coffee_shop,purchase,contactless,Toronto,,CAN,CAD,True,False,32,male,True,approved,SkyTravel
TXN000199,2023-07-11T17:17:59,199.99,fast_food,purchase,contactless,Montreal,,CAN,CAD,True,False,29,female,True,approved,SkyTravel
